"","time","temperature"
"323",2021-12-18 11:00:00,3.005
"324",2021-12-18 12:00:00,3.33666666666667
"325",2021-12-18 13:00:00,3.605
"326",2021-12-18 14:00:00,3.8425
"327",2021-12-18 15:00:00,3.97833333333333
"328",2021-12-18 16:00:00,4.09416666666667
"329",2021-12-18 17:00:00,4.2175
"330",2021-12-18 18:00:00,4.26916666666667
"331",2021-12-18 19:00:00,4.38083333333333
"332",2021-12-18 20:00:00,4.42
"333",2021-12-18 21:00:00,4.5375
"334",2021-12-18 22:00:00,4.61583333333333
"335",2021-12-18 23:00:00,4.81416666666667
"336",2021-12-19 00:00:00,NA
"337",2021-12-19 01:00:00,5.58416666666667
"338",2021-12-19 02:00:00,5.95333333333333
"339",2021-12-19 03:00:00,6.16
"340",2021-12-19 04:00:00,6.1275
"341",2021-12-19 05:00:00,6.02083333333333
"342",2021-12-19 06:00:00,5.88833333333333
"343",2021-12-19 07:00:00,5.7725
"344",2021-12-19 08:00:00,5.51166666666667
"345",2021-12-19 09:00:00,5.68583333333333
"346",2021-12-19 10:00:00,NA
"347",2021-12-19 11:00:00,5.97833333333333
"348",2021-12-19 12:00:00,5.97166666666667
"349",2021-12-19 13:00:00,5.83583333333333
"350",2021-12-19 14:00:00,5.58666666666667
"351",2021-12-19 15:00:00,5.26
"352",2021-12-19 16:00:00,5.14
"353",2021-12-19 17:00:00,4.13166666666667
"354",2021-12-19 18:00:00,3.65
"355",2021-12-19 19:00:00,3.31833333333333
"356",2021-12-19 20:00:00,2.50416666666667
"357",2021-12-19 21:00:00,1.60833333333333
"358",2021-12-19 22:00:00,1.18333333333333
"359",2021-12-19 23:00:00,0.700833333333333
"360",2021-12-20 00:00:00,0.466666666666667
"361",2021-12-20 01:00:00,0.610833333333333
